49.9999834692008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49.9999834692008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.99999952312639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-4.98256857912906e-16,99.9999342830815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.619749610364436,1.74672964917322e-14,11.5579860368658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.989218822936927,-6.86555238403048e-15,2.86861431831036,80.9018086648925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-23.6312079019468,1.91119058721647e-14,14.8952361178214,-82.8805794650681,105.902736448399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-4.99839370697979e-19,8.36506196068844e-16,-1.99913572119333e-13,8.43585941753589e-14,1.62731712273777e-13,249.99959188457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.10848767318323e-19,-7.24798617685815e-15,-1.20824998830861e-13,2.74901102233222e-15,1.77919398416873e-14,4.12443664570362e-16,99.9999342830814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.0158668654562e-20,2.04190743383504e-17,-1.37900924554432e-13,2.24833260499774e-14,5.11630331105351e-14,-7.54882309847782e-15,2.7058337885906e-14,99.9999342830815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.91046263624996e-19,1.0723082518818e-22,-1.45044165171835e-13,6.24014266052014e-15,2.61808813338787e-14,4.74876002185945e-15,-2.26673286612531e-15,2.16736113837341e-15,49.9999834692008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
