49.9999834692008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49.9999834692008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16.0221826897071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-4.98256857912906e-16,99.9999342830815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.153424617375652,4.32418711688289e-15,2.86128390511858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.229482168198824,-1.59269295168919e-15,0.665470387570685,18.7678621081088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-5.12864848446659,4.14783059305533e-15,3.23269256732084,-17.9874579424362,22.983924945377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-4.9983937069798e-19,8.36506196068844e-16,-1.99913572119333e-13,8.43585941753589e-14,1.62731712273777e-13,249.99959188457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.10848767318323e-19,-7.24798617685815e-15,-1.20824998830862e-13,2.74901102233222e-15,1.77919398416873e-14,4.12443664570362e-16,99.9999342830815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.0158668654562e-20,2.04190743383504e-17,-1.37900924554432e-13,2.24833260499774e-14,5.11630331105351e-14,-7.54882309847782e-15,2.7058337885906e-14,99.9999342830815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.91046263624996e-19,1.0723082518818e-22,-1.45044165171835e-13,6.24014266052014e-15,2.61808813338787e-14,4.74876002185945e-15,-2.26673286612531e-15,2.16736113837341e-15,49.9999834692008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
